Price,Close,High,Low,Open,Volume
Ticker,2303.TW,2303.TW,2303.TW,2303.TW,2303.TW
Date,,,,,
2000-01-04,24.083702087402344,24.28693897400722,23.372367825831557,23.77884572580429,332630460
2000-01-05,23.98208236694336,24.08369976877195,23.372365575684043,23.57560450610381,292754299
2000-01-06,23.47399139404297,23.98208674956328,23.372369846880904,23.98208674956328,248928848
2000-01-07,22.76265525817871,23.067511621859932,22.15294046743476,22.86427267048478,269228882
2000-01-10,23.372364044189453,23.575602961291818,21.74646302427632,21.74646302427632,380487972
2000-01-11,22.559417724609375,23.982086346883765,22.35618082384277,23.77884738273553,286306727
2000-01-12,23.169130325317383,23.169130325317383,22.457800146008406,22.559417563977334,181892693
2000-01-13,22.559417724609375,23.16913049029082,22.559417724609375,22.965895652905846,162467818922
2000-01-14,22.864274978637695,23.270752922422023,22.55941858418116,22.864274978637695,201569289
2000-01-17,23.372364044189453,23.677224483224155,23.270746649019426,23.575602961291818,150538291
2000-01-18,22.864274978637695,23.372370344986393,22.762657556073325,23.372370344986393,118179571
2000-01-19,22.559417724609375,23.16913049029082,22.559417724609375,22.864274107450097,131704223
2000-01-20,22.559417724609375,22.661039270065125,22.05132444100205,22.559417724609375,161466136
2000-01-21,23.06751251220703,23.37236888765493,22.864273552987374,22.965895095978787,146733969027
2000-01-24,23.778846740722656,23.98208569938358,23.372368823400812,23.372368823400812,280150047
2000-01-25,23.880464553833008,23.982081953911496,23.47398669999404,23.77884302699201,165332179
2000-01-26,25.404748916625977,25.50637046263219,24.388562343906834,24.388562343906834,509931527
2000-01-27,25.404748916625977,26.014463748991762,25.099892532133904,26.014463748991762,294787896
2000-01-28,24.490177154541016,24.998272450161686,24.388559746122024,24.998272450161686,220776993
2000-01-31,24.89665412902832,24.89665412902832,24.083700447809377,24.185319915884413,123849502
2000-02-01,24.998268127441406,25.30312855350738,24.5917903105282,25.30312855350738,138152648
2000-02-02,24.998268127441406,24.99826812744141,24.99826812744141,24.99826812744141,0
2000-02-03,24.998268127441406,24.99826812744141,24.99826812744141,24.99826812744141,0
2000-02-04,24.998268127441406,24.99826812744141,24.99826812744141,24.99826812744141,0
2000-02-07,24.998268127441406,24.99826812744141,24.99826812744141,24.99826812744141,0
2000-02-08,24.998268127441406,24.99826812744141,24.99826812744141,24.99826812744141,0
2000-02-09,25.303131103515625,25.811222235718525,25.099888047814378,25.811222235718525,205640473
2000-02-10,24.795034408569336,25.2015123105581,24.388560633343566,25.2015123105581,142264579
2000-02-11,24.89665412902832,25.40474527925945,24.69341519287825,24.998271533722008,248857310
2000-02-14,24.89665412902832,25.607986278790875,24.795032597571932,25.099888938415692,231418814
2000-02-15,24.89665412902832,25.099888938415692,24.59179366142186,24.89665412902832,132398164
2000-02-16,24.795034408569336,25.2015123105581,24.59179545757495,24.99827335956372,96313793
2000-02-17,24.490177154541016,24.693416098141853,24.185320802521186,24.59179456296001,169811146
2000-02-18,23.98208236694336,24.79503189847857,23.88046496511476,24.693414496649975,168258311
2000-02-21,22.559417724609375,23.77884738273553,22.559417724609375,23.77884738273553,204879305
2000-02-22,22.76265525817871,23.067511621859932,22.051323055128687,22.15294046743476,220926964
2000-02-23,22.35618019104004,22.76265604444938,22.35618019104004,22.76265604444938,94785922
2000-02-24,22.661039352416992,22.762656771478763,22.35618090508676,22.559417806591938,96072827
2000-02-25,22.864274978637695,22.864274978637695,22.45780116161679,22.762657556073325,131295083
2000-02-28,22.864274978637695,22.864274978637695,22.864274978637695,22.864274978637695,0
2000-02-29,22.864274978637695,23.270752922422023,22.864274978637695,23.169131373094228,93814074
2000-03-01,23.169130325317383,23.372369288018476,23.06751290734845,23.270751870049548,103782874
2000-03-02,22.661039352416992,23.372369539375946,22.559417806591938,23.372369539375946,77321238
2000-03-03,22.661039352416992,22.762656771478763,22.45780038753017,22.559417806591938,54058051
2000-03-06,22.457799911499023,22.864273705893485,22.35618043120961,22.864273705893485,79299876
2000-03-07,22.15294075012207,22.55941659467779,21.949705922916504,22.25456229048791,89830876
2000-03-08,22.05132484436035,22.35618123277744,21.949707423809098,22.152942264911598,83254277
2000-03-09,22.661039352416992,22.661039352416992,22.152941940199938,22.152941940199938,89730328
2000-03-10,21.74646759033203,22.965895158843146,21.74646759033203,22.965895158843146,121241490
2000-03-13,20.32379913330078,20.831892357759116,20.32379913330078,20.73027701427768,197750221
2000-03-14,20.6286563873291,20.73027792542122,19.714087305077843,19.917322127736142,192705540
2000-03-15,20.120561599731445,20.730278463830906,19.91732264503163,20.527039509131086,168651829
2000-03-16,19.612464904785156,20.12056019262003,18.799511206220526,18.799511206220526,249527376
2000-03-17,19.917320251464844,19.917320251464844,19.40922498915725,19.612463919432802,322737936
2000-03-20,19.30760955810547,19.30760955810547,19.30760955810547,19.30760955810547,19713548
2000-03-21,20.6286563873291,20.6286563873291,18.69789462135298,18.69789462135298,307675855
2000-03-22,20.831892013549805,21.339987292994177,20.32379879748679,20.62865513980087,233479025
2000-03-23,22.254562377929688,22.254562377929688,21.339989144858897,21.543228099626084,250847711
2000-03-24,22.05132484436035,22.457800716710363,21.949707423809098,22.457800716710363,178769243
2000-03-27,23.575605392456055,23.575605392456055,22.35617795423551,22.35617795423551,197371979
2000-03-28,24.083702087402344,24.388560512381893,23.77884572580429,24.388560512381893,277777118920
2000-03-29,23.880464553833008,24.185318817449726,23.677225626913526,24.185318817449726,153859273
2000-03-30,24.591794967651367,25.2015118084876,23.98208431695952,23.98208431695952,344904162
2000-03-31,23.98208236694336,24.591792968058797,23.88046496511476,24.38855816440161,164745578225
2000-04-03,23.98208236694336,23.982082366943356,23.982082366943356,23.982082366943356,0
2000-04-04,23.98208236694336,23.982082366943356,23.982082366943356,23.982082366943356,0
2000-04-05,24.998268127441406,25.30312855350738,24.286934011224364,24.286934011224364,227783546
2000-04-06,23.778846740722656,25.303134803916414,23.778846740722656,24.998274302543454,219765704
2000-04-07,23.575605392456055,24.185320143257012,23.37236645439528,23.982083268577604,161019549
2000-04-10,24.28693962097168,24.998273901491256,23.473989989515037,23.473989989515037,292980520
2000-04-11,23.778846740722656,24.185322594662924,23.677229324773773,24.08370311533246,132788196
2000-04-12,22.965896606445312,23.778848370028587,22.96589660644531,23.57560939744191,145425077
2000-04-13,22.15294075012207,22.356179704090696,21.746466968947882,21.949705922916504,219826704
2000-04-14,20.831892013549805,21.64484363530826,20.730276671747376,20.933509418733593,238392897
2000-04-17,19.81570816040039,19.81570816040039,19.10437584055852,19.10437584055852,181554560
2000-04-18,20.831892013549805,21.0351309506801,20.32379879748679,20.730276671747376,182132143
2000-04-19,20.222183227539062,21.33998922967516,20.120561686370035,21.33998922967516,132531715
2000-04-20,20.52703857421875,20.628655983558918,19.71408691920876,20.222182219435364,92166119
2000-04-21,19.71408462524414,20.120558342069714,19.61246310096594,19.61246310096594,130066568
2000-04-24,18.901132583618164,19.71408627546334,18.901132583618164,19.71408627546334,103420654
2000-04-25,19.917320251464844,19.917320251464844,18.596275458198907,18.697892859955395,166989715
2000-04-26,19.00275230407715,20.22217963047393,18.7995092578914,20.120558107381058,135289884
2000-04-27,19.71408462524414,19.71408462524414,19.00275252572758,19.510841576687742,144450010
2000-04-28,21.035133361816406,21.035133361816406,19.815705789402756,19.917323206234364,256423426
2000-05-01,21.035133361816406,21.035133361816406,21.035133361816406,21.035133361816406,0
2000-05-02,21.74646759033203,22.051323966614415,21.54322863055605,21.94970655010801,206859407
2000-05-03,20.730274200439453,21.644841054972527,20.730274200439453,21.543223661902807,156718656
2000-05-04,20.32379913330078,21.339987645598843,20.0189427859495,20.933509764621945,147635366
2000-05-05,21.543228149414062,21.543228149414062,19.91732269766362,20.120561652900506,166880357
2000-05-08,21.644845962524414,21.949706464379286,21.339989587432708,21.441607003542224,186385049
2000-05-09,21.644845962524414,21.644845962524414,21.644845962524414,21.644845962524414,0
2000-05-10,25.754318237304688,26.63230560871046,25.754318237304688,26.193312954698293,272766688
2000-05-11,25.16899299621582,25.315325946366695,24.72999827252612,25.022660046064942,128542577
2000-05-12,26.33964729309082,26.339647293090817,25.315326919564054,25.754319596748484,137950184
2000-05-15,25.607986450195312,26.632306816091,25.46165555889065,26.632306816091,93891704
2000-05-16,27.07130241394043,27.217635373278313,25.75432022357064,26.193314974821103,164745727
2000-05-17,28.095624923706055,28.68095061489841,27.65663013946635,27.802958983037254,231459124
2000-05-18,27.94928550720215,27.94928550720215,27.36395788762688,27.65662376079579,116993148
2000-05-19,27.65662956237793,27.802958402895506,27.36396362781595,27.51029659509694,65075344
2000-05-22,26.485971450805664,27.363958782105858,26.485971450805664,27.07129908951425,88601490
2000-05-23,25.90064811706543,26.63230245374443,25.75431518634844,26.48596952302744,68995404
2000-05-24,25.461652755737305,25.60798363093194,25.0226580667721,25.168991005348037,78865786
2000-05-25,25.022659301757812,25.900650786402533,24.876330482722466,25.754317840604376,73734944
2000-05-26,25.315322875976562,25.4616516816169,24.729995273127937,24.8763282055307,76133555
2000-05-29,25.315322875976562,25.900648415443975,25.1689899435738,25.315322875976562,58958664
2000-05-30,25.315322875976562,25.315322875976562,25.315322875976562,25.315322875976562,0
2000-05-31,27.363962173461914,27.94928988471316,27.071302444599485,27.94928988471316,198036592
2000-06-01,26.632307052612305,27.363961515633427,26.632307052612305,27.217634749792296,63749675
2000-06-02,26.77863311767578,27.51028739242095,26.77863311767578,27.217627745903897,110559813
2000-06-05,26.924968719482422,27.071301674825044,26.632306935560255,26.924968719482422,56553474842
2000-06-06,26.924968719482422,26.924968719482422,26.924968719482422,26.924968719482422,0
2000-06-07,27.51029396057129,27.51029396057129,26.632306557874422,26.92496833764621,121034714287
2000-06-08,27.363962173461914,28.09562284421677,27.217635404103095,27.80295692520955,142517212
2000-06-09,27.65662956237793,27.802958402895506,27.51029659509694,27.802958402895506,104072826
2000-06-12,27.217632293701172,27.949286690698553,27.217632293701172,27.802953747917716,65053942
2000-06-13,26.924968719482422,27.217634630167666,26.778639890902877,26.924968719482422,63218332335
2000-06-14,26.924968719482422,27.363961395365674,26.778639890902877,27.217634630167666,86123795335
2000-06-15,26.485971450805664,26.92496614814643,26.33964469958187,26.778637333541297,77502341
2000-06-16,26.193315505981445,26.485975240447118,26.04698254367615,26.485975240447118,74023227
2000-06-19,25.754318237304688,26.33964590275045,25.60798528925253,26.193312954698293,56947143
2000-06-20,25.461652755737305,26.193311258473088,25.461652755737305,26.193311258473088,46836049
2000-06-21,25.461652755737305,25.900649508083816,25.461652755737305,25.75431656950788,68767075
2000-06-22,26.193315505981445,26.339648468286736,25.16899508675258,25.315328049057875,88438051
2000-06-23,25.607986450195312,26.193314142177016,25.607986450195312,25.900652359567694,54476304
2000-06-26,25.022659301757812,25.46165401238947,24.876330482722466,25.46165401238947,68591403
2000-06-27,25.022659301757812,25.315325193354123,24.876330482722466,25.16899224755597,48848735
2000-06-28,25.461652755737305,25.60798363093194,25.0226580667721,25.0226580667721,72286370
2000-06-29,24.729997634887695,25.75431794262542,24.43733793227628,25.75431794262542,88622171
2000-06-30,25.022659301757812,25.315325193354123,24.437337835472213,24.876330482722466,96281055
2000-07-03,24.583669662475586,25.16899532714231,23.998341934427213,25.022662363439384,66417868
2000-07-04,23.998340606689453,24.87633215018605,23.998340606689453,24.583668302353853,63559477
2000-07-05,25.16899299621582,25.46165476975464,23.70568000175878,24.291005612217887,118081376
2000-07-06,24.29100227355957,24.7299948735308,24.29100227355957,24.583664006873725,61066181
2000-07-07,23.55934715270996,24.437338667238617,23.559347152709964,24.144672765680927,84751403
2000-07-10,23.413015365600586,23.705681281704305,22.827693850301028,23.559348323652447,85542807
2000-07-11,23.413015365600586,23.852014239756166,23.12035357626002,23.413015365600586,55118668
2000-07-12,23.413015365600586,23.705681281704305,23.413015365600586,23.559348323652447,45241873
2000-07-13,23.998340606689453,24.291006517903195,23.705680885620335,23.705680885620335,97722181
2000-07-14,24.437339782714844,24.583668613410122,23.998340910339593,24.14467386779801,111560104
2000-07-17,24.29100227355957,24.87632780356906,24.144669343521315,24.87632780356906,64027648
2000-07-18,23.85201072692871,24.437336282787047,23.705677790428172,24.437336282787047,42788685
2000-07-19,23.85201072692871,24.437336282787047,23.705677790428172,24.437336282787047,42788685
2000-07-20,22.827693939208984,23.705681374031794,22.827693939208984,23.559348415410007,76273538
2000-07-21,22.53502655029297,23.1203521564101,21.94970507093874,22.82769244842371,104710478
2000-07-24,21.949705123901367,22.388697782012375,21.949705123901367,22.242364832593918,64678920
2000-07-25,21.36437225341797,22.24235941934056,21.36437225341797,21.65703395426518,71126283
2000-07-26,21.80337142944336,22.24236407255362,21.364376722951715,21.364376722951715,78795369
2000-07-27,21.80337142944336,21.80337142944336,21.07171702425959,21.80337142944336,70315841
2000-07-28,22.38869857788086,22.388698577880863,21.218047321207877,21.364378212446617,75142542
2000-07-31,21.949705123901367,22.242364832593918,21.80337217448291,22.242364832593918,30183169
2000-08-01,21.657041549682617,22.388700185165135,21.657041549682617,22.242367220039625,37343367
2000-08-02,21.510709762573242,21.949704471007816,21.510709762573242,21.657038580876243,57964991
